1	1	1	1	0	0	0	0	0	0
1	1	1	1	0	0	0	0	0	0
1.55945	-0.138501	0	0	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339
1.81525	0.0097541	2.29664	-0.203975	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
3.89098	-0.134171	1.85172	-0.120357	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
4.05843	-0.119869	2.50062	2.72113	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
6.86344	0.417178	3.1254	-1.06411	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847
6.64091	0.408063	2.60545	-2.4462	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
9.07737	0.592677	2.28641	2.55798	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
9.0382	0.604126	2.33122	2.45499	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
11.5755	1.66718	2.73484	-0.200106	11.5756	1.6669	11.3468	1.427	2.49328	0.600781
11.494	1.65394	2.57015	-0.287775	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
13.5922	2.31172	1.63643	1.53943	13.5921	2.31191	13.827	2.07905	2.5429	0.724947
13.7074	2.33958	2.10828	2.08709	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
16.6454	2.90332	3.74981	-0.857702	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
16.3871	2.86517	3.02007	-0.984028	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
19.0107	3.70517	2.24688	2.54945	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
19.1045	3.71348	2.26436	1.96433	19.363	3.87122	18.923	3.74161	2.61382	0.95648
21.3313	4.73225	2.17834	0.127811	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
21.53	4.77518	2.67635	0.578759	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
24.0787	5.56963	2.42434	0.996426	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953
24.3373	5.62966	2.9186	1.09597	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953
26.6054	6.96097	1.62287	1.5452	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647
26.742	7.00374	2.09799	3.02577	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
29.5862	8.0883	3.56002	-0.743251	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822
29.5248	8.07332	3.36933	-0.836268	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822
31.9418	9.87961	1.50683	4.29547	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358
31.8713	9.86363	1.39278	4.75032	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358
34.6154	10.6996	4.02753	-2.86407	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617
34.7715	10.7581	4.04757	-2.6685	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617
37.1407	12.0875	0.759815	5.10261	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209
37.3822	12.1729	1.32056	5.54884	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209
40.3282	13.4675	4.49419	-2.72642	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459
40.1438	13.4078	4.0843	-2.87081	39.9009	13.6243	40.0971	13.6505	2.66232	1.36459
42.7667	14.8285	1.23932	5.4785	42.7664	14.8294	42.7638	15.0065	2.65515	1.33938
42.7457	14.8264	1.27646	5.65326	42.5714	14.9817	42.7638	15.0065	2.65515	1.33938
45.3569	16.5532	3.87165	-1.98726	45.3572	16.5524	45.4265	16.3307	2.64546	1.29701
45.4579	16.5917	4.03372	-1.99967	45.649	16.5213	45.4265	16.3307	2.64546	1.29701
48.1544	17.2829	1.41507	3.22973	48.1541	17.2835	48.0823	17.6063	2.6326	1.23832
48.1683	17.2921	1.68844	3.21474	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832
50.6226	19.0724	3.19052	0.428502	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454
50.5372	19.0404	2.99584	0.282902	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454
53.7267	19.8981	3.39214	1.40849	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716
53.5128	19.8185	2.53523	1.35413	53.5277	19.862	53.3577	19.9486	2.59372	1.07716
56.0322	21.0923	2.50231	1.19715	56.0322	21.0923	55.9669	20.9874	2.56561	0.978022
55.9593	21.0649	2.39496	1.18825	55.867	20.985	55.9669	20.9874	2.56561	0.978022
58.6631	21.7822	3.00193	0.274406	58.6632	21.7821	58.5484	21.9225	2.53033	0.869205
58.6457	21.776	2.92214	0.266321	58.5799	21.9815	58.5484	21.9225	2.53033	0.869205
60.8724	22.7875	1.5493	1.70823	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031
60.9246	22.8093	1.96247	1.99973	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031
63.382	23.4072	2.92336	-0.726979	63.3821	23.4069	63.5955	23.4479	2.43482	0.631987
63.5252	23.4622	2.97107	-0.597733	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987
66.3403	23.9956	2.68035	1.60653	66.3403	23.9959	66.0431	24.0276	2.37349	0.508655
66.0687	23.8968	1.92661	1.42842	65.8838	23.9541	66.0431	24.0276	2.37349	0.508655
68.262	24.3584	2.44119	-0.452855	68.262	24.3582	68.4273	24.4824	2.30293	0.385623
68.4657	24.4314	2.78882	-0.308965	68.6759	24.6059	68.4273	24.4824	2.30293	0.385623
70.8276	24.8842	1.95111	1.16931	70.8275	24.8844	70.7384	24.8137	2.22347	0.265395
70.7762	24.8663	1.91368	1.13342	70.7403	24.6728	70.7384	24.8137	2.22347	0.265395
72.8922	24.7138	2.29469	-1.37079	72.8923	24.7135	72.9675	25.025	2.13584	0.150292
73.0366	24.7624	2.63628	-1.2968	73.0732	25.0343	72.9675	25.025	2.13584	0.150292
75.0022	25.2591	1.32922	2.18888	75.0021	25.2595	75.1062	25.1224	2.04114	0.0423626
74.9913	25.2558	1.36351	2.20194	74.9748	25.1377	75.1062	25.1224	2.04114	0.0423626
77.1223	24.9302	2.85116	-2.71304	77.1225	24.9297	77.1475	25.1137	1.9408	-0.0566978
77.1182	24.9319	2.59318	-2.56718	77.1386	25.2948	77.1475	25.1137	1.9408	-0.0566978
79.109	25.0363	1.43486	2.63098	79.1089	25.0369	79.0861	25.0086	1.83649	-0.145607
79.0533	25.0166	1.09018	2.58716	79.1718	24.9698	79.0861	25.0086	1.83649	-0.145607
80.8073	24.8694	2.37049	-2.73169	80.8074	24.8688	80.9183	24.8178	1.73008	-0.223536
80.9105	24.9032	2.40668	-2.6106	81.1423	24.8704	80.9183	24.8178	1.73008	-0.223536
82.6217	24.6388	1.05583	1.95079	82.6216	24.6393	82.6423	24.5525	1.6235	-0.29012
82.5803	24.6262	0.928591	1.93682	82.5085	24.8114	82.6423	24.5525	1.6235	-0.29012
84.1732	24.5508	2.22342	-1.9738	84.1733	24.5504	84.2584	24.2245	1.51869	-0.345444
84.1752	24.5521	2.15586	-1.96062	84.2898	24.3312	84.2584	24.2245	1.51869	-0.345444
85.6379	23.8077	0.791056	0.398571	85.6378	23.808	85.7688	23.8451	1.41749	-0.390006
85.8047	23.8541	1.18826	0.455972	85.9743	23.7547	85.7688	23.8451	1.41749	-0.390006
86.9449	23.5272	1.08127	-1.06975	86.9449	23.527	87.1776	23.4252	1.32159	-0.424654
87.2092	23.5994	1.46068	-0.901508	87.6171	23.5127	87.1776	23.4252	1.32159	-0.424654
88.8226	22.7869	1.76669	-0.726079	88.8227	22.7869	88.4904	22.9745	1.23248	-0.450514
88.6464	22.7418	1.38999	-0.801123	88.4191	22.9498	88.4904	22.9745	1.23248	-0.450514
