0.1	0.1	0.1	0.1	0.1	0	0	0	0	7.10835e-315	6.95326e-310
0.1	0.1	0.1	0.1	0.1	0	0	0	0	7.10835e-315	6.95326e-310
1.55945	-0.138501	0.1	0.1	0.1	1.55945	-0.138501	2.09897	0.0522228	7.10835e-315	6.95326e-310
1.68794	0.0322648	1.26481	0.0788646	0.1	1.81209	0.0474826	2.09897	0.0522228	7.10835e-315	26.8095
3.81042	-0.102507	2.53113	-0.158702	-0.0177622	3.89093	-0.134166	4.29136	0.215312	4.13728	26.8095
3.87817	0.0761998	2.60371	0.000658495	0.0126462	4.19528	0.218461	4.29136	0.215312	4.13728	4.14009
6.83362	0.409987	3.11322	0.312044	0.20975	6.86352	0.416817	6.56942	0.496096	1.3449	4.14009
6.75097	0.440419	2.81989	0.373613	0.298376	6.43926	0.472879	6.56942	0.496096	1.3449	1.67792
9.07457	0.603376	2.64703	0.0281495	-0.113096	9.07733	0.593211	8.92437	0.89924	0.527003	1.67792
9.04033	0.670811	2.67331	0.0746437	-0.0825071	8.89749	0.886982	8.92437	0.89924	0.527003	1.14279
11.5633	1.65565	2.90926	0.605302	0.310182	11.5756	1.6669	11.3468	1.427	0.672578	1.14279
11.5394	1.61914	2.91306	0.5751	0.284588	11.4447	1.42958	11.3468	1.427	0.672578	0.50126
13.6011	2.32899	2.39889	0.338343	-0.046906	13.5921	2.31191	13.827	2.07905	0.647646	0.50126
13.6228	2.30114	2.59974	0.293288	-0.111444	13.6572	1.99915	13.827	2.07905	0.647646	0.848713
16.6072	2.89969	3.25927	0.000407027	-0.226974	16.6456	2.903	16.3554	2.85243	1.73999	0.848713
16.5403	2.8848	3.03708	-0.0166159	-0.264455	16.282	2.84648	16.3554	2.85243	1.73999	1.07673
19.0087	3.69575	2.94681	0.401935	0.16847	19.0106	3.70555	18.923	3.74161	0.549169	1.07673
19.0765	3.71986	2.81299	0.459121	0.233236	19.363	3.87122	18.923	3.74161	0.549169	1.41909
21.3215	4.73193	2.92947	0.419389	0.0565305	21.3312	4.73205	21.5215	4.73855	0.163459	1.41909
21.3794	4.74186	3.00808	0.399614	0.037324	21.6213	4.74762	21.5215	4.73855	0.163459	0.793142
24.061	5.56745	3.27453	0.177962	-0.128815	24.0787	5.56967	24.1437	5.83295	0.402766	0.793142
24.1648	5.59975	3.29948	0.162235	-0.141415	24.5601	5.92334	24.1437	5.83295	0.402766	2.98195
26.607	6.95261	3.25945	0.641636	0.254364	26.6052	6.96102	26.7833	7.01246	0.437298	2.98195
26.594	6.9457	3.33805	0.616082	0.214727	26.5419	6.90075	26.7833	7.01246	0.437298	0.0738181
29.564	8.0835	3.52452	0.240491	-0.170956	29.5864	8.08789	29.4352	8.26299	0.841467	0.0738181
29.5464	8.07638	3.29972	0.229927	-0.186964	29.4716	8.24519	29.4352	8.26299	0.841467	0.259496
31.9437	9.86896	3.29424	0.841438	0.326871	31.9416	9.88017	32.0955	9.56901	0.735758	0.259496
31.8995	9.8454	3.34072	0.806637	0.277952	31.7928	9.49891	32.0955	9.56901	0.735758	0.677631
34.6152	10.7211	2.60327	0.209673	-0.290292	34.6157	10.6988	34.7608	10.9139	1.58201	0.677631
34.7181	10.7736	3.00329	0.219146	-0.249029	35.0599	10.9953	34.7608	10.9139	1.58201	2.80845
37.137	12.0776	3.06189	0.623373	0.172151	37.1404	12.0883	37.4287	12.2803	0.526457	2.80845
37.2158	12.1004	3.27218	0.594811	0.117687	37.4973	12.2943	37.4287	12.2803	0.526457	1.58422
40.2963	13.4552	3.76515	0.240051	-0.192383	40.3285	13.4666	40.0971	13.6505	1.29802	1.58422
40.2272	13.4271	3.33338	0.206862	-0.251767	39.9009	13.6243	40.0971	13.6505	1.29802	1.49856
42.767	14.8202	3.30476	0.60051	0.164687	42.7664	14.8294	42.7638	15.0065	0.492798	1.49856
42.7428	14.8129	3.36279	0.582655	0.139836	42.5714	14.9817	42.7638	15.0065	0.492798	0.192246
45.3416	16.5454	3.64119	0.560254	0.03269	45.3572	16.5524	45.4265	16.3307	0.328123	0.192246
45.3849	16.5605	3.45791	0.585065	0.0967914	45.649	16.5213	45.4265	16.3307	0.328123	0.892766
48.1507	17.2899	3.31956	0.134423	-0.254357	48.1541	17.2835	48.0823	17.6063	0.376897	0.892766
48.1254	17.2784	3.08968	0.101072	-0.31337	47.9331	17.5349	48.0823	17.6063	0.376897	0.310256
50.619	19.0555	2.97101	0.869077	0.385481	50.6228	19.0721	50.7276	18.8172	1.47534	0.310256
50.6004	19.034	3.1988	0.757231	0.217699	50.5737	18.7834	50.7276	18.8172	1.47534	0.425615
53.7033	19.9016	3.10989	0.0293336	-0.406444	53.7268	19.8982	53.3577	19.9486	1.69741	0.425615
53.6706	19.8883	3.05112	0.0271684	-0.417921	53.5277	19.862	53.3577	19.9486	1.69741	0.290568
56.0437	21.0752	2.63482	0.501673	0.159234	56.0322	21.0923	55.9669	20.9874	1.3819	0.290568
56.0157	21.057	2.77453	0.455468	0.107314	55.867	20.985	55.9669	20.9874	1.3819	0.455224
58.646	21.7824	3.01542	0.115893	-0.183368	58.6632	21.7821	58.5484	21.9225	0.527163	0.455224
58.6473	21.7853	3.05426	0.124293	-0.170914	58.5799	21.9815	58.5484	21.9225	0.527163	0.0170764
60.8773	22.7801	2.86785	0.481347	0.167103	60.8722	22.7876	61.0941	22.7449	0.388331	0.0170764
60.8497	22.7689	2.85126	0.473657	0.161429	60.7648	22.6398	61.0941	22.7449	0.388331	0.216607
63.371	23.4103	2.9544	0.122638	-0.168242	63.3821	23.4069	63.5955	23.4479	0.384213	0.216607
63.4553	23.4379	2.82598	0.0727467	-0.230743	63.7478	23.7442	63.5955	23.4479	0.384213	2.06685
66.3122	23.9869	3.26553	0.310803	0.0740725	66.3403	23.9959	66.0431	24.0276	1.04383	2.06685
66.2167	23.9604	2.62938	0.311101	0.058282	65.8838	23.9541	66.0431	24.0276	1.04383	2.60456
68.2624	24.3617	2.61301	0.184991	-0.0589849	68.262	24.3582	68.4273	24.4824	0.0414667	2.60456
68.3493	24.3933	2.68884	0.190361	-0.0531743	68.6759	24.6059	68.4273	24.4824	0.0414667	1.99046
70.8141	24.8794	2.9367	0.246639	0.0168095	70.8275	24.8844	70.7384	24.8137	0.256732	1.99046
70.7795	24.8659	2.52517	0.223913	-0.0250745	70.7403	24.6728	70.7384	24.8137	0.256732	0.614941
72.8911	24.7198	2.5561	-0.172221	-0.258705	72.8923	24.7135	72.9675	25.025	0.153971	0.614941
72.9408	24.7367	2.56529	-0.173711	-0.268503	73.0732	25.0343	72.9675	25.025	0.153971	0.683031
75.0045	25.2444	2.1812	0.312673	0.20394	75.0021	25.2595	75.1062	25.1224	0.86247	0.683031
74.9927	25.2404	2.16037	0.308918	0.201396	74.9748	25.1377	75.1062	25.1224	0.86247	0.0368178
77.1119	24.945	2.27329	-0.393167	-0.367914	77.1225	24.9297	77.1475	25.1137	0.924007	0.0368178
77.1363	24.9528	2.27335	-0.403576	-0.38284	77.1386	25.2948	77.1475	25.1137	0.924007	0.178878
79.101	25.0147	1.83948	0.0757527	0.169053	79.1089	25.0369	79.0861	25.0086	1.42481	0.178878
79.115	25.0158	1.88666	0.0870281	0.184482	79.1718	24.9698	79.0861	25.0086	1.42481	0.0380751
80.801	24.8739	2.03268	-0.0323394	-0.00608623	80.8074	24.8688	80.9183	24.8178	0.137551	0.0380751
80.85	24.881	1.84008	-0.0938587	-0.107711	81.1423	24.8704	80.9183	24.8178	0.137551	1.22841
82.5999	24.6368	2.20184	-0.085763	-0.0326942	82.6216	24.6393	82.6423	24.5525	0.333741	1.22841
82.5699	24.6239	1.93054	-0.185416	-0.204407	82.5085	24.8114	82.6423	24.5525	0.333741	0.506731
84.1633	24.5433	1.98369	0.00361863	0.0369684	84.1733	24.5504	84.2584	24.2245	0.228296	0.506731
84.1583	24.5455	1.82044	-0.0295868	-0.0338458	84.2898	24.3312	84.2584	24.2245	0.228296	0.245991
85.6374	23.8183	1.92059	-0.546641	-0.32787	85.6378	23.808	85.7688	23.8451	0.264033	0.245991
85.6943	23.8346	1.9877	-0.519686	-0.305028	85.9743	23.7547	85.7688	23.8451	0.264033	0.854927
86.957	23.5042	1.31185	-0.320524	-0.00953358	86.9449	23.527	87.1776	23.4252	0.890217	0.854927
87.0727	23.5387	1.40781	-0.258257	0.0263022	87.6171	23.5127	87.1776	23.4252	0.890217	3.68054
88.7729	22.7938	2.3303	-0.389628	-0.0667659	88.8227	22.7869	88.4904	22.9745	1.60566	3.68054
88.695	22.7581	2.12721	-0.613035	-0.362947	88.4191	22.9498	88.4904	22.9745	1.60566	1.2512
89.54	22.2699	0.927043	-0.702786	-0.233197	89.4967	22.3082	89.7145	22.5017	2.3614	1.2512
89.6187	22.2787	1.10972	-0.553905	-0.000420533	89.7821	22.4826	89.7145	22.5017	2.3614	1.19801
90.4992	21.6678	1.32522	-0.474334	0.0517391	90.5133	21.6677	90.858	22.0141	0.10773	1.19801
90.5755	21.6871	1.40099	-0.405069	0.088039	90.8419	22.0974	90.858	22.0141	0.10773	1.71773
91.7075	21.1162	1.58097	-0.310561	0.0944458	91.7178	21.1152	91.9302	21.5174	0.0604731	1.71773
91.7457	21.124	1.45069	-0.433491	-0.140351	92.0492	21.5289	91.9302	21.5174	0.0604731	2.38672
92.8522	20.9409	1.36482	-0.0834175	0.153544	92.8599	20.9537	92.9411	21.016	0.325501	2.38672
92.9061	20.9693	1.19477	-0.0671793	0.0907597	93.3186	21.0712	92.9411	21.016	0.325501	2.71234
93.4988	20.2445	0.794853	-0.816112	-0.409377	93.4668	20.2155	93.9011	20.513	1.31196	2.71234
93.575	20.2883	1.0756	-0.555764	-0.0875788	93.7423	20.5071	93.9011	20.513	1.31196	1.55067
95.2372	19.654	2.34844	0.104615	0.379996	95.3229	19.6585	94.8209	20.01	4.19297	1.55067
95.0244	19.6599	1.51403	-0.0591278	0.191005	94.494	19.8854	94.8209	20.01	4.19297	8.7784
95.5341	19.7009	0.964631	0.166288	0.211211	95.5039	19.6984	95.7116	19.5078	0.803031	8.7784
95.5396	19.7024	0.893244	0.165233	0.20817	95.6097	19.5804	95.7116	19.5078	0.803031	0.0481155
96.2606	19.205	0.816548	-0.782837	-0.46198	96.2641	19.1597	96.5842	19.0065	1.43444	0.0481155
96.3087	19.2369	1.02498	-0.594121	-0.262701	96.559	18.8688	96.5842	19.0065	1.43444	0.769476
97.4738	18.7221	1.72135	-0.15112	0.158116	97.5286	18.727	97.45	18.506	1.7276	0.769476
97.4083	18.7247	1.4197	-0.30356	-0.0716764	97.5333	18.1735	97.45	18.506	1.7276	1.22727
98.22	18.3707	1.23133	-0.310744	-0.0376249	98.2105	18.3739	98.3198	18.0049	0.0666	1.22727
98.2284	18.373	1.11219	-0.369607	-0.143156	98.4162	18.1556	98.3198	18.0049	0.0666	0.445037
99.0284	17.3771	1.48624	-1.08546	-0.470388	99.0363	17.357	99.2049	17.503	0.535035	0.445037
99.0413	17.412	1.47622	-0.743316	-0.0413544	98.9782	17.2949	99.2049	17.503	0.535035	0.731018
